Probe_ID,median
cg10515671,0.944
cg10516975,0.176
cg10519437,0.815
cg10523019,0.156
cg10529555,0.593
cg10530281,0.056
cg10530344,0.777
cg10531748,0.062
cg10535933,0.032
cg10536276,0.557
cg10536999,0.032
cg10543574,0.104
cg10547057,0.144
cg10549018,0.47
cg10550416,0.705
cg10557683,0.063
cg10570158,0.53
cg10570177,0.141
cg10574566,0.472
cg10577534,0.645
cg10578779,0.045
cg10578938,0.235
cg10584300,0.967
cg10585486,0.123
cg10585941,0.612
cg10586358,0.147
cg10589385,0.693
cg10591174,0.582
cg10591771,0.05
cg10599571,0.551
cg10601821,0.722
cg10608948,0.352
cg10612617,0.905
cg10615414,0.023
cg10616300,0.121
cg10616795,0.814
cg10619342,0.645
cg10619644,0.792
cg10625705,0.132
cg10626063,0.414
cg10636246,0.31
cg10636297,0.597
cg10639435,0.437
cg10644206,0.922
cg10644544,0.024
cg10647101,0.154
cg10654016,0.027
cg10658666,0.188
cg10660903,0.39
cg10662179,0.373
cg10667970,0.066
cg10668363,0.856
cg10669058,0.475
cg10677351,0.941
cg10679597,0.259
cg10691866,0.52
cg10693071,0.229
cg10695490,0.481
cg10699171,0.723
cg10699857,0.172
cg10701033,0.927
cg10708955,0.229
cg10715265,0.03
cg10722426,0.426
cg10727171,0.249
cg10729426,0.101
cg10738119,0.404
cg10741153,0.041
cg10745272,0.146
cg10747042,0.024
cg10750934,0.741
cg10753966,0.575
cg10755878,0.662
cg10755973,0.016
cg10760299,0.542
cg10762466,0.343
cg10769767,0.735
cg10770076,0.27
cg10772169,0.493
cg10775229,0.406
cg10778288,0.099
cg10780778,0.818
cg10790698,0.072
cg10791911,0.047
cg10795646,0.254
cg10804656,0.469
cg10805511,0.109
cg10809491,0.059
cg10810799,0.11
cg10812811,0.06
cg10816760,0.477
cg10824063,0.13
cg10825530,0.458
cg10836173,0.081
cg10837404,0.914
cg10851350,0.968
cg10852096,0.498
cg10853231,0.426
cg10853431,0.887
cg10855531,0.286
cg10865119,0.172
cg10878896,0.064
cg10883038,0.34
cg10900550,0.114
cg10904972,0.016
cg10905180,0.095
cg10915716,0.383
cg10917602,0.71
cg10919204,0.7
cg10919522,0.285
cg10920224,0.386
cg10920957,0.066
cg10922280,0.43
cg10923036,0.709
cg10924085,0.961
cg10940099,0.029
cg10940833,0.073
cg10947146,0.051
cg10948795,0.841
cg10951117,0.812
cg10958002,0.42
cg10959651,0.288
cg10960709,0.754
cg10961323,0.862
cg10968199,0.035
cg10975001,0.317
cg10999479,0.12
cg11004284,0.221
cg11006267,0.085
cg11015497,0.744
cg11018337,0.013
cg11019008,0.964
cg11020638,0.909
cg11021744,0.036
cg11025793,0.183
cg11029475,0.206
cg11043909,0.055
cg11049305,0.249
cg11051055,0.1
cg11053663,0.877
cg11058730,0.017
cg11059159,0.425
cg11064073,0.082
cg11067179,0.896
cg11068337,0.165
cg11069276,0.587
cg11071401,0.305
cg11074353,0.925
cg11082362,0.015
cg11083280,0.105
cg11084334,0.657
cg11085581,0.372
cg11086127,0.921
cg11091012,0.816
cg11092416,0.057
cg11096905,0.71
cg11099006,0.037
cg11101109,0.055
cg11117945,0.238
cg11120115,0.986
cg11125758,0.742
cg11128808,0.889
cg11136562,0.762
cg11146034,0.4
cg11146114,0.923
cg11146821,0.473
cg11155735,0.796
cg11157584,0.177
cg11166299,0.637
cg11173499,0.191
cg11177223,0.898
cg11177450,0.077
cg11180122,0.029
cg11198589,0.169
cg11202345,0.241
cg11205552,0.413
cg11207515,0.449
cg11209249,0.208
cg11218175,0.98
cg11220565,0.395
cg11220950,0.471
cg11229399,0.124
cg11229663,0.749
cg11233384,0.26
cg11235787,0.863
cg11235848,0.132
cg11237115,0.048
cg11241549,0.901
cg11244402,0.617
cg11248413,0.124
cg11254439,0.041
cg11255208,0.63
cg11271171,0.831
cg11287647,0.663
cg11290188,0.921
cg11295183,0.958
cg11298786,0.127
cg11299854,0.025
cg11299964,0.322
cg11302943,0.024
cg11313708,0.846
cg11314684,0.436
cg11326793,0.904
cg11333189,0.079
cg11334771,0.04
cg11336382,0.516
cg11345976,0.717
cg11353748,0.2
cg11354629,0.047
cg11358741,0.232
cg11369071,0.159
cg11386711,0.67
cg11388238,0.056
cg11391335,0.377
cg11397548,0.226
cg11397957,0.953
cg11402700,0.037
cg11412468,0.591
cg11419506,0.022
cg11421702,0.079
cg11426590,0.039
cg11438134,0.843
cg11444009,0.351
cg11449408,0.982
cg11459714,0.044
cg11462165,0.095
cg11471262,0.763
cg11487705,0.043
cg11490446,0.059
cg11491284,0.938
cg11505841,0.745
cg11507178,0.147
cg11517269,0.437
cg11524642,0.944
cg11526928,0.078
cg11529819,0.358
cg11534593,0.812
cg11539695,0.942
cg11540341,0.166
cg11540735,0.081
cg11545887,0.63
cg11548083,0.471
cg11554391,0.173
cg11562411,0.51
cg11565355,0.106
cg11565786,0.945
cg11569478,0.951
cg11573608,0.938
cg11574055,0.96
cg11591636,0.174
cg11594160,0.96
cg11595135,0.201
cg11600161,0.083
cg11603443,0.476
cg11605750,0.947
cg11618577,0.608
cg11619602,0.696
cg11620135,0.953
cg11631518,0.071
cg11638966,0.903
cg11653233,0.379
cg11653266,0.042
cg11660018,0.583
cg11663600,0.064
cg11671968,0.949
cg11674508,0.725
cg11682508,0.537
cg11682697,0.527
cg11705975,0.452
cg11714320,0.228
cg11715999,0.049
cg11718162,0.755
cg11719412,0.055
cg11722699,0.023
cg11723848,0.028
cg11727592,0.725
cg11754420,0.82
cg11756095,0.057
cg11764177,0.096
cg11764442,0.937
cg11766468,0.845
cg11781622,0.947
cg11782409,0.873
cg11789321,0.802
cg11792186,0.924
cg11804928,0.322
cg11807280,0.664
cg11825621,0.019
cg11826475,0.381
cg11829633,0.825
cg11830800,0.551
cg11832534,0.913
cg11833861,0.171
cg11835020,0.911
cg11835347,0.409
cg11840849,0.939
cg11846333,0.02
cg11848563,0.143
cg11850311,0.043
cg11857646,0.544
cg11858226,0.075
cg11862551,0.137
cg11867651,0.165
cg11881754,0.021
cg11896923,0.168
cg11897887,0.554
cg11898958,0.553
cg11903057,0.042
cg11908751,0.065
cg11923914,0.961
cg11924796,0.891
cg11932091,0.931
cg11932564,0.024
cg11934819,0.107
cg11946583,0.933
cg11947011,0.117
cg11954355,0.425
cg11960655,0.783
cg11979589,0.019
cg11988722,0.76
cg12000995,0.513
cg12003463,0.861
cg12007048,0.251
cg12011299,0.621
cg12020464,0.967
cg12023170,0.154
cg12024906,0.326
cg12027899,0.852
cg12035880,0.69
cg12036877,0.581
cg12042587,0.021
cg12042659,0.019
cg12045999,0.839
cg12051614,0.512
cg12051762,0.675
cg12054453,0.299
cg12058385,0.545
cg12067764,0.378
cg12068124,0.178
cg12071328,0.064
cg12082609,0.342
cg12084760,0.901
cg12100751,0.023
cg12105450,0.093
cg12112556,0.914
cg12113356,0.31
cg12119029,0.424
cg12122631,0.292
cg12131894,0.925
cg12133423,0.15
cg12133664,0.905
cg12134570,0.162
cg12138483,0.891
cg12140144,0.086
cg12145907,0.097
cg12148898,0.38
cg12155356,0.069
cg12157673,0.397
cg12165215,0.442
cg12171761,0.463
cg12172441,0.183
cg12175729,0.026
cg12177001,0.928
cg12179288,0.699
cg12180703,0.074
cg12183861,0.655
cg12188416,0.725
cg12188560,0.082
cg12193345,0.949
cg12194493,0.034
cg12198704,0.16
cg12205435,0.862
cg12211040,0.928
cg12211856,0.088
cg12212060,0.786
cg12219082,0.036
cg12223258,0.779
cg12226009,0.252
cg12234855,0.029
cg12236088,0.522
cg12238343,0.098
cg12247247,0.111
cg12257692,0.761
cg12258344,0.501
cg12261786,0.801
cg12265604,0.083
cg12269343,0.047
cg12269535,0.549
cg12283398,0.845
cg12284769,0.096
cg12289045,0.584
cg12298697,0.58
cg12302912,0.08
cg12303084,0.21
cg12305200,0.181
cg12307306,0.064
cg12307333,0.824
cg12316010,0.892
cg12324144,0.148
cg12325455,0.101
cg12325588,0.019
cg12325605,0.623
cg12328429,0.909
cg12329405,0.033
cg12329986,0.729
cg12334488,0.721
cg12347757,0.433
cg12350474,0.708
cg12351433,0.29
cg12354986,0.033
cg12363682,0.331
cg12369353,0.33
cg12373771,0.153
cg12379046,0.95
cg12379720,0.104
cg12380854,0.92
cg12384004,0.517
cg12386614,0.93
cg12387865,0.914
cg12396523,0.062
cg12401926,0.062
cg12402251,0.11
cg12412079,0.036
cg12413566,0.92
cg12414301,0.607
cg12417685,0.026
cg12419195,0.023
cg12419685,0.977
cg12419863,0.304
cg12419932,0.692
cg12422683,0.13
cg12423733,0.264
cg12424329,0.115
cg12435725,0.721
cg12447832,0.371
cg12454167,0.67
cg12458003,0.724
cg12459028,0.548
cg12459502,0.386
cg12465010,0.944
cg12465710,0.378
cg12473775,0.856
cg12473849,0.819
cg12477880,0.4
cg12480416,0.087
cg12483947,0.309
cg12486944,0.896
cg12490835,0.509
cg12491223,0.948
cg12506005,0.037
cg12506930,0.155
cg12511214,0.047
cg12513221,0.268
cg12516875,0.847
cg12528713,0.02
cg12530994,0.049
cg12554573,0.711
cg12564285,0.324
cg12565788,0.64
cg12569592,0.855
cg12573071,0.058
cg12578166,0.174
cg12580930,0.523
cg12581592,0.148
cg12582426,0.549
cg12591491,0.222
cg12594615,0.711
cg12596182,0.646
cg12596273,0.223
cg12597389,0.141
cg12599971,0.294
cg12605080,0.808
cg12606409,0.229
cg12608692,0.95
cg12612118,0.064
cg12614395,0.935
cg12616277,0.088
cg12618270,0.952
cg12628062,0.088
cg12628145,0.024
cg12637942,0.012
cg12649038,0.759
cg12649238,0.618
cg12666263,0.236
cg12673499,0.774
cg12676803,0.826
cg12683410,0.953
cg12701088,0.675
cg12711627,0.896
cg12716346,0.881
cg12743894,0.046
cg12743978,0.206
cg12745325,0.684
cg12750151,0.594
cg12753009,0.224
cg12753631,0.226
cg12757011,0.297
cg12757684,0.496
cg12768605,0.222
cg12776156,0.311
cg12776287,0.848
cg12781915,0.24
cg12788037,0.143
cg12791136,0.678
cg12797879,0.903
cg12807937,0.835
cg12813792,0.662
cg12816842,0.867
cg12830694,0.948
cg12831076,0.837
cg12833018,0.51
cg12836280,0.147
cg12839156,0.349
cg12839593,0.065
cg12841068,0.887
cg12846567,0.938
cg12859211,0.032
cg12862537,0.7
cg12864235,0.884
cg12864912,0.219
cg12869659,0.231
cg12882697,0.055
cg12883767,0.535
cg12889449,0.442
cg12893697,0.348
cg12899747,0.354
cg12903224,0.167
cg12904135,0.886
cg12908607,0.163
cg12916580,0.933
cg12918464,0.928
cg12927358,0.029
cg12934320,0.926
cg12936746,0.018
cg12939283,0.204
cg12941369,0.392
cg12946225,0.144
cg12948621,0.262
cg12950231,0.859
cg12968224,0.826
cg12968598,0.767
cg12977946,0.828
cg12978308,0.268
cg12978800,0.196
cg12980795,0.637
cg12981137,0.015
cg12985418,0.049
cg12988996,0.077
cg12991365,0.329
cg12991522,0.05
cg12992827,0.814
cg13000649,0.053
cg13001142,0.868
cg13001893,0.018
cg13007701,0.631
cg13017983,0.279
cg13026730,0.353
cg13027206,0.152
cg13029847,0.069
cg13033858,0.671
cg13033938,0.043
cg13036627,0.06
cg13038560,0.948
cg13042288,0.942
cg13042488,0.051
cg13047511,0.922
cg13056495,0.038
cg13058214,0.315
cg13061373,0.656
cg13074055,0.703
cg13077366,0.559
cg13078140,0.066
cg13079123,0.335
cg13092901,0.179
cg13093111,0.714
cg13098855,0.84
cg13099374,0.93
cg13108141,0.105
cg13119609,0.676
cg13120519,0.069
cg13121699,0.041
cg13121938,0.832
cg13123009,0.446
cg13127159,0.924
cg13127231,0.582
cg13129046,0.203
cg13139020,0.044
cg13149736,0.853
cg13155421,0.909
cg13156931,0.386
cg13163729,0.098
cg13175739,0.568
cg13177747,0.055
cg13180152,0.938
cg13187788,0.025
cg13202122,0.042
cg13210467,0.408
cg13216057,0.071
cg13218906,0.051
cg13221458,0.44
cg13224583,0.707
cg13227806,0.469
cg13237033,0.06
cg13247673,0.952
cg13257412,0.412
cg13258563,0.037
cg13258700,0.17
cg13259357,0.943
cg13261390,0.78
cg13269407,0.175
cg13278496,0.103
cg13279476,0.346
cg13280882,0.944
cg13281139,0.051
cg13283153,0.065
cg13287247,0.742
cg13296238,0.563
cg13296371,0.369
cg13298199,0.046
cg13302154,0.525
cg13303654,0.489
cg13307384,0.732
cg13308350,0.967
cg13309828,0.59
cg13311096,0.026
cg13316619,0.749
cg13319175,0.942
cg13323474,0.04
cg13323701,0.032
cg13325154,0.025
cg13327545,0.443
cg13330671,0.85
cg13331559,0.168
cg13351161,0.474
cg13357922,0.279
cg13363454,0.106
cg13363708,0.152
cg13368756,0.029
cg13371627,0.955
cg13375538,0.136
cg13375571,0.905
cg13378628,0.027
cg13378934,0.11
cg13388466,0.633
cg13390332,0.861
cg13393036,0.422
cg13398470,0.255
cg13399816,0.321
cg13406893,0.965
cg13409216,0.041
cg13409704,0.197
cg13417559,0.094
cg13428009,0.083
cg13432087,0.952
cg13435820,0.829
cg13444538,0.711
cg13446658,0.04
cg13446689,0.346
cg13447539,0.093
cg13449372,0.97
cg13452386,0.606
cg13454407,0.091
cg13455704,0.134
cg13455717,0.308
cg13456470,0.518
cg13457961,0.036
cg13458005,0.903
cg13460409,0.298
cg13462622,0.567
cg13467814,0.046
cg13477806,0.226
cg13483882,0.26
cg13485809,0.837
cg13491731,0.674
cg13499318,0.498
cg13501538,0.869
cg13501581,0.915
cg13507964,0.081
cg13509147,0.113
cg13509849,0.118
cg13510262,0.065
cg13511324,0.632
cg13511387,0.021
cg13514050,0.039
cg13518121,0.963
cg13518625,0.104
cg13523818,0.326
cg13526007,0.135
cg13537499,0.816
cg13543355,0.157
cg13547237,0.333
cg13549152,0.229
cg13550401,0.195
cg13550877,0.95
cg13552869,0.417
cg13557773,0.678
cg13561879,0.362
cg13564075,0.038
cg13565994,0.944
cg13566436,0.749
cg13567282,0.94
cg13569146,0.279
cg13571802,0.938
cg13573587,0.938
cg13574848,0.951
cg13575542,0.324
cg13580027,0.416
cg13581582,0.941
cg13582001,0.205
cg13586038,0.928
cg13587552,0.848
cg13589330,0.03
cg13593287,0.118
cg13601739,0.887
cg13603203,0.957
cg13606988,0.961
cg13608545,0.66
cg13611456,0.876
cg13612317,0.643
cg13613532,0.054
cg13615100,0.854
cg13617776,0.463
cg13620770,0.121
cg13631913,0.046
cg13634681,0.895
cg13646005,0.811
cg13649020,0.936
cg13649056,0.214
cg13649864,0.816
cg13650304,0.536
cg13650654,0.783
cg13654195,0.129
cg13656062,0.936
cg13656360,0.052
cg13656518,0.95
cg13657511,0.966
cg13660174,0.316
cg13663218,0.186
cg13665684,0.756
cg13666174,0.933
cg13667243,0.616
cg13673536,0.851
cg13674411,0.921
cg13676763,0.533
cg13678787,0.972
cg13682722,0.071
cg13683374,0.403
cg13687915,0.901
cg13690424,0.162
cg13690564,0.583
cg13693517,0.299
cg13695646,0.53
cg13700897,0.098
cg13710556,0.516
cg13711394,0.302
cg13713293,0.017
cg13718185,0.277
cg13718960,0.922
cg13719443,0.228
cg13720868,0.537
cg13721134,0.099
cg13724160,0.021
cg13724379,0.019
cg13724706,0.872
cg13728106,0.951
cg13731523,0.59
cg13732582,0.196
cg13733708,0.486
cg13734401,0.518
cg13739066,0.933
cg13744194,0.132
cg13753488,0.437
cg13755546,0.019
cg13762060,0.025
cg13764516,0.368
cg13767001,0.089
cg13772414,0.416
cg13777609,0.817
cg13779868,0.224
cg13783238,0.533
cg13790268,0.693
cg13791379,0.884
cg13792233,0.028
cg13793145,0.024
cg13798745,0.493
cg13806267,0.626
cg13807496,0.195
cg13809095,0.795
cg13813086,0.923
cg13817265,0.767
cg13820391,0.493
cg13824500,0.833
cg13826452,0.418
cg13827984,0.344
cg13828047,0.418
cg13828440,0.901
cg13831329,0.138
cg13836627,0.099
cg13842421,0.725
cg13843773,0.041
cg13845561,0.844
cg13848598,0.4
cg13849525,0.229
cg13854874,0.194
cg13861644,0.793
cg13867915,0.071
cg13868473,0.948
cg13870494,0.89
cg13870866,0.296
cg13872005,0.288
cg13872065,0.242
cg13873209,0.874
cg13875901,0.12
cg13881108,0.736
cg13882377,0.682
cg13898384,0.927
cg13899108,0.498
cg13904214,0.344
cg13909661,0.983
cg13915886,0.874
cg13917614,0.841
cg13917964,0.16
cg13921352,0.073
cg13924974,0.46
cg13931228,0.111
cg13937040,0.098
cg13945224,0.189
cg13947317,0.962
cg13947929,0.448
cg13952159,0.32
cg13953458,0.612
cg13956645,0.964
cg13957413,0.831
cg13975369,0.319
cg13978542,0.873
cg13981184,0.687
cg13983063,0.11
cg13990487,0.928
cg13993274,0.364
cg13994175,0.046
cg13998093,0.061
cg14003022,0.505
cg14004921,0.347
cg14009688,0.61
cg14010720,0.26
cg14018471,0.12
cg14027333,0.137
cg14035521,0.197
cg14042190,0.679
cg14044707,0.4
cg14053997,0.747
cg14059835,0.104
cg14060496,0.019
cg14060828,0.173
cg14067761,0.901
cg14072027,0.229
cg14073590,0.057
cg14074174,0.458
cg14074486,0.648
cg14079463,0.615
cg14081465,0.066
cg14084907,0.102
cg14088282,0.738
cg14088844,0.931
cg14095101,0.31
cg14098795,0.074
cg14105047,0.066
cg14124917,0.125
cg14141880,0.863
cg14150023,0.844
cg14153919,0.649
cg14159818,0.118
cg14162417,0.621
cg14163776,0.253
cg14167389,0.228
cg14175438,0.218
cg14186846,0.816
cg14189141,0.032
cg14192037,0.871
cg14196790,0.127
cg14198450,0.812
cg14198472,0.078
cg14202850,0.169
cg14207210,0.021
cg14209784,0.803
cg14209920,0.8
cg14223995,0.218
cg14224203,0.433
cg14225168,0.457
cg14228146,0.221
cg14233374,0.85
cg14234805,0.016
cg14239515,0.058
cg14241323,0.084
cg14242024,0.985
cg14242246,0.204
cg14242895,0.691
cg14244013,0.243
cg14248680,0.147
cg14258236,0.95
cg14260002,0.953
cg14268226,0.847
cg14268632,0.059
cg14268714,0.924
cg14281160,0.052
cg14308452,0.905
cg14311471,0.051
cg14314729,0.447
cg14329026,0.456
cg14329157,0.212
cg14334310,0.64
cg14343652,0.196
cg14345128,0.02
cg14345676,0.948
cg14345882,0.243
cg14350002,0.063
cg14353201,0.886
cg14355192,0.064
cg14359680,0.263
cg14361627,0.166
cg14363469,0.513
cg14368149,0.927
cg14371590,0.359
cg14371731,0.024
cg14387545,0.022
cg14388049,0.201
cg14396995,0.349
cg14397813,0.751
cg14404164,0.854
cg14408969,0.06
cg14409029,0.473
cg14409958,0.088
cg14411282,0.606
cg14415759,0.02
cg14423778,0.418
cg14424579,0.034
cg14434109,0.802
cg14442518,0.353
cg14456683,0.303
cg14457452,0.961
cg14463304,0.381
cg14467840,0.823
cg14473016,0.134
cg14473102,0.043
cg14476101,0.673
cg14485633,0.398
cg14488317,0.334
cg14489570,0.05
cg14492800,0.016
cg14501253,0.084
cg14503564,0.529
cg14507337,0.028
cg14508358,0.313
cg14508777,0.724
cg14519664,0.279
cg14522800,0.255
cg14524754,0.703
cg14528319,0.948
cg14528537,0.06
cg14540297,0.058
cg14543641,0.731
cg14544289,0.829
cg14545159,0.965
cg14546394,0.068
cg14550518,0.066
cg14556683,0.238
cg14565725,0.134
cg14570838,0.203
cg14571813,0.088
cg14577472,0.019
cg14577706,0.783
cg14583999,0.634
cg14584255,0.811
cg14591667,0.937
cg14592365,0.484
cg14593290,0.931
cg14594111,0.758
cg14597908,0.524
cg14602471,0.134
cg14611152,0.219
cg14611683,0.415
cg14614643,0.713
cg14615833,0.94
cg14626196,0.957
cg14626483,0.62
cg14634687,0.495
cg14652203,0.883
cg14652773,0.962
cg14654875,0.516
cg14655122,0.842
cg14656297,0.128
cg14658362,0.049
cg14672293,0.018
cg14672994,0.103
cg14675361,0.286
cg14676592,0.279
cg14680768,0.211
cg14681055,0.062
cg14682080,0.912
cg14686949,0.697
cg14688451,0.861
cg14689355,0.085
cg14689515,0.598
cg14692106,0.249
cg14692377,0.108
cg14697880,0.892
cg14699004,0.204
cg14700531,0.622
cg14701072,0.162
cg14704921,0.02
cg14709691,0.016
cg14715602,0.13
cg14716323,0.952
cg14717170,0.107
cg14723032,0.836
cg14727952,0.078
cg14746276,0.209
cg14747225,0.041
cg14748856,0.76
cg14752965,0.925
cg14753631,0.735
cg14754581,0.058
cg14757228,0.089
cg14757738,0.112
cg14759277,0.94
cg14765414,0.412
cg14768256,0.64
cg14769207,0.081
cg14775114,0.036
cg14775751,0.044
cg14776578,0.468
cg14781189,0.115
cg14781394,0.293
cg14789828,0.217
cg14825555,0.456
cg14834938,0.071
cg14847502,0.102
cg14848077,0.035
cg14868212,0.439
cg14870271,0.416
cg14870958,0.955
cg14871932,0.073
cg14889658,0.774
cg14894144,0.406
cg14903689,0.644
cg14905600,0.975
cg14907738,0.257
cg14911690,0.041
cg14916213,0.071
cg14918082,0.757
cg14919250,0.078
cg14924781,0.913
cg14928764,0.853
cg14939821,0.311
cg14944923,0.408
cg14955976,0.39
cg14957214,0.052
cg14962509,0.973
cg14972143,0.24
cg14975410,0.531
cg14979593,0.442
cg14984434,0.949
cg14989226,0.323
cg14989252,0.218
cg14991487,0.08
cg14992253,0.152
cg14995274,0.873
cg15001547,0.854
cg15001747,0.177
cg15011409,0.37
cg15012625,0.609
cg15013019,0.134
cg15015340,0.412
cg15016481,0.882
cg15016740,0.945
cg15018359,0.059
cg15020894,0.526
cg15022387,0.09
cg15031579,0.877
cg15038286,0.805
cg15046909,0.809
cg15057726,0.041
cg15059474,0.66
cg15062055,0.267
cg15063695,0.983
cg15072306,0.845
cg15086884,0.976
cg15089077,0.75
cg15089567,0.845
cg15099418,0.327
cg15102179,0.322
cg15105011,0.669
cg15110296,0.545
cg15119027,0.075
cg15121877,0.083
cg15123742,0.875
cg15149655,0.073
cg15156071,0.925
cg15164103,0.125
cg15171237,0.964
cg15174951,0.046
cg15176213,0.462
cg15185286,0.041
cg15186181,0.075
cg15188939,0.862
cg15192905,0.145
cg15195412,0.56
cg15201599,0.048
cg15201877,0.179
cg15205507,0.053
cg15210817,0.837
cg15211499,0.037
cg15213491,0.554
cg15220605,0.933
cg15222563,0.11
cg15223899,0.833
cg15228492,0.936
cg15232290,0.391
cg15235893,0.778
cg15237923,0.134
cg15241130,0.926
cg15246131,0.797
cg15247329,0.757
cg15258447,0.043
cg15258649,0.957
cg15262928,0.052
cg15262984,0.07
cg15270892,0.207
cg15272362,0.059
cg15277914,0.516
cg15282632,0.793
cg15290848,0.879
cg15295732,0.736
cg15297650,0.498
cg15298719,0.53
cg15299997,0.82
cg15308737,0.956
cg15320854,0.092
cg15337006,0.334
cg15338967,0.752
cg15339075,0.67
cg15341124,0.361
cg15341340,0.07
cg15344028,0.715
cg15352315,0.24
cg15353061,0.046
cg15355146,0.215
cg15373880,0.69
cg15379633,0.272
cg15381313,0.92
cg15381769,0.064
cg15383520,0.639
cg15384383,0.049
cg15393490,0.79
cg15397472,0.939
cg15402156,0.751
cg15405572,0.215
cg15409712,0.836
cg15410236,0.945
cg15410835,0.612
cg15427448,0.016
cg15431821,0.117
cg15443907,0.933
cg15445281,0.792
cg15447479,0.059
cg15461663,0.846
cg15471661,0.827
cg15480287,0.886
cg15480367,0.291
cg15481172,0.348
cg15489301,0.527
cg15493780,0.161
cg15498283,0.069
cg15504041,0.165
cg15505277,0.849
cg15515537,0.073
cg15519474,0.941
cg15538427,0.577
cg15540371,0.137
cg15540623,0.315
cg15543027,0.671
cg15543489,0.883
cg15547534,0.053
cg15551881,0.312
cg15553770,0.929
cg15554875,0.105
cg15569512,0.036
cg15573979,0.05
cg15575356,0.686
cg15580417,0.026
cg15590153,0.546
cg15593298,0.048
cg15594585,0.425
cg15596301,0.868
cg15600051,0.839
cg15600935,0.968
cg15603896,0.449
cg15604051,0.106
cg15605172,0.945
cg15606633,0.519
cg15611336,0.282
cg15611364,0.043
cg15622917,0.806
cg15624813,0.24
cg15626112,0.13
cg15631106,0.955
cg15635368,0.148
cg15638207,0.085
cg15639684,0.115
cg15642326,0.277
cg15648389,0.532
cg15651727,0.69
cg15658426,0.551
cg15661409,0.936
cg15662902,0.694
cg15665342,0.252
cg15673110,0.046
cg15673540,0.158
cg15679283,0.966
cg15680624,0.02
cg15681737,0.113
cg15686393,0.715
cg15703512,0.072
cg15705999,0.324
cg15706250,0.358
cg15709989,0.271
cg15718663,0.967
cg15742496,0.806
cg15744005,0.37
cg15751090,0.068
cg15761414,0.883
cg15763258,0.795
cg15770553,0.607
cg15771128,0.968
cg15774391,0.052
cg15777014,0.68
cg15777335,0.977
cg15778437,0.037
cg15779600,0.068
cg15783941,0.919
cg15787146,0.363
cg15787227,0.819
cg15792487,0.113
cg15804973,0.437
cg15808795,0.951
cg15808924,0.733
cg15811427,0.896
cg15815084,0.744
cg15822010,0.985
cg15824291,0.243
cg15825321,0.102
cg15840418,0.937
cg15841865,0.927
cg15845365,0.052
cg15845821,0.506
cg15849439,0.962
cg15856055,0.104
cg15856275,0.158
cg15860924,0.947
cg15863539,0.84
cg15866367,0.878
cg15876676,0.26
cg15876825,0.981
cg15881088,0.079
cg15884510,0.122
cg15887846,0.504
cg15890469,0.589
cg15897645,0.025
cg15900052,0.844
cg15903032,0.52
cg15903282,0.812
cg15907944,0.212
cg15910502,0.116
cg15922176,0.737
cg15925792,0.021
cg15927455,0.896
cg15936446,0.073
cg15947697,0.473
cg15963417,0.042
cg15964523,0.785
cg15966757,0.951
cg15974053,0.06
cg15974867,0.943
cg15984718,0.132
cg15987088,0.029
cg15988232,0.508
cg15988937,0.871
cg15988970,0.028
cg15991288,0.067
cg15996342,0.156
cg15997315,0.935
cg16004055,0.115
cg16005271,0.303
cg16008966,0.631
cg16010596,0.215
cg16012294,0.843
cg16023545,0.082
cg16027761,0.077
cg16032108,0.835
cg16033053,0.047
cg16034652,0.627
cg16035780,0.54
cg16038868,0.24
cg16043345,0.859
cg16047567,0.351
cg16049864,0.179
cg16054275,0.475
cg16054422,0.04
cg16067628,0.909
cg16080876,0.146
cg16085042,0.072
cg16088894,0.9
cg16098332,0.607
cg16103959,0.132
cg16121765,0.82
cg16123101,0.123
cg16139227,0.157
cg16142349,0.985
cg16148593,0.297
cg16150435,0.856
cg16150821,0.838
cg16151795,0.378
cg16168311,0.196
cg16170708,0.952
cg16173067,0.938
cg16173847,0.354
cg16178415,0.074
cg16181396,0.173
cg16182447,0.071
cg16188984,0.547
cg16193278,0.197
cg16195091,0.029
cg16203368,0.91
cg16206504,0.556
cg16208357,0.041
cg16209444,0.755
cg16209630,0.015
cg16211684,0.12
cg16213375,0.117
cg16217794,0.719
cg16218715,0.792
cg16224163,0.922
cg16238336,0.82
cg16241714,0.016
cg16243756,0.2
cg16246188,0.949
cg16248756,0.277
cg16251130,0.942
cg16252995,0.945
cg16255583,0.632
cg16259904,0.438
cg16274199,0.026
cg16281600,0.715
cg16294363,0.742
cg16295988,0.064
cg16296679,0.728
cg16305333,0.143
cg16308533,0.915
cg16312002,0.093
cg16313343,0.139
cg16314254,0.963
cg16319578,0.142
cg16321524,0.631
cg16326902,0.91
cg16333846,0.907
cg16335858,0.875
cg16339238,0.019
cg16340422,0.707
cg16340918,0.036
cg16352283,0.297
cg16354207,0.187
cg16355305,0.22
cg16357381,0.058
cg16358826,0.156
cg16359034,0.951
cg16359915,0.849
cg16363586,0.156
cg16366546,0.24
cg16368750,0.047
cg16372520,0.462
cg16374999,0.071
cg16375265,0.91
cg16383389,0.043
cg16385335,0.701
cg16386080,0.322
cg16399833,0.751
cg16400903,0.019
cg16404106,0.303
cg16408394,0.051
cg16408679,0.953
cg16408865,0.638
cg16408970,0.096
cg16416603,0.89
cg16419235,0.125
cg16419345,0.045
cg16426339,0.019
cg16427513,0.789
cg16448636,0.578
cg16449012,0.747
